"V1","V2"
2490,0.222
2490,0.159
2490,-0.0118
2490,-0.174
2500,-0.192
2500,-0.118
2500,-0.0637
2500,-0.0481
2500,0.00696
2500,0.0505
2500,-0.0433
2510,-0.175
2510,-0.0964
2510,0.154
2510,0.291
2510,0.254
2510,0.236
2520,0.327
2520,0.396
2520,0.347
2520,0.219
2520,0.0794
2520,0.0427
2520,0.187
2530,0.382
2530,0.452
2530,0.359
2530,0.158
2530,0.0246
2530,0.138
2530,0.387
2530,0.51
2540,0.468
2540,0.386
2540,0.25
2540,0.024
2540,-0.105
2540,-0.0312
2540,0.0711
2550,0.108
2550,0.135
2550,0.132
2550,0.166
2550,0.321
2550,0.312
2550,-0.02
2560,-0.305
2560,-0.346
2560,-0.293
2560,-0.231
2560,-0.115
2560,0.113
2560,0.322
2570,0.401
2570,0.501
2570,0.607
2570,0.567
2570,0.396
2570,0.174
2570,0.0905
2580,0.232
2580,0.348
2580,0.249
2580,0.0906
2580,0.0791
2580,0.196
2580,0.303
2590,0.289
2590,0.2
2590,0.264
2590,0.431
2590,0.432
2590,0.431
2590,0.623
2600,0.722
2600,0.53
2600,0.254
2600,0.125
2600,0.102
2600,0.0485
2600,0.076
2610,0.272
2610,0.406
2610,0.362
2610,0.23
2610,-0.00128
2610,-0.173
2610,-0.0233
2620,0.296
2620,0.483
2620,0.49
2620,0.431
2620,0.36
2620,0.207
2620,0.0861
2630,0.215
2630,0.423
2630,0.38
2630,0.235
2630,0.261
2630,0.276
2630,0.103
2640,-0.0797
2640,-0.156
2640,-0.0811
2640,0.206
2640,0.575
2640,0.812
2640,0.75
2650,0.394
2650,0.0703
2650,-0.0192
2650,0.0105
2650,0.1
2650,0.23
2650,0.308
2650,0.24
2660,0.0558
2660,0.0416
2660,0.237
2660,0.197
2660,-0.146
2660,-0.415
2660,-0.496
2670,-0.418
2670,-0.149
2670,0.192
2670,0.468
2670,0.562
2670,0.484
2670,0.391
2680,0.32
2680,0.268
2680,0.194
2680,0.12
2680,0.174
2680,0.229
2680,0.12
2690,-0.0438
2690,-0.158
2690,-0.228
2690,-0.218
2690,-0.1
2690,-0.033
2690,-0.0593
2700,-0.00439
2700,0.141
2700,0.3
2700,0.458
2700,0.457
2700,0.228
2700,0.0367
2700,0.0579
2710,0.135
2710,0.11
2710,0.0438
2710,0.0372
2710,0.112
2710,0.305
2710,0.527
2720,0.583
2720,0.518
2720,0.434
2720,0.334
2720,0.412
2720,0.709
2720,0.897
2730,0.86
2730,0.702
2730,0.54
2730,0.547
2730,0.695
2730,0.774
2730,0.678
2740,0.435
2740,0.164
2740,0.00317
2740,-0.0205
2740,0.081
2740,0.236
2740,0.3
2740,0.323
2750,0.366
2750,0.283
2750,0.135
2750,0.187
2750,0.364
2750,0.36
2750,0.185
2760,0.059
2760,0.0865
2760,0.183
2760,0.151
2760,-0.0489
2760,-0.243
2760,-0.305
2770,-0.23
2770,0.0102
2770,0.332
2770,0.47
2770,0.346
2770,0.193
2770,0.222
2780,0.316
2780,0.261
2780,0.162
2780,0.257
2780,0.487
2780,0.564
2780,0.412
2780,0.261
2790,0.285
2790,0.434
2790,0.512
2790,0.43
2790,0.299
2790,0.149
2790,-0.0571
2800,-0.216
2800,-0.203
2800,-0.095
2800,-0.031
2800,0.0272
2800,0.14
2800,0.218
2810,0.118
2810,-0.0917
2810,-0.107
2810,0.074
2810,0.127
2810,0.0553
2810,0.0928
2810,0.165
2820,0.109
2820,0.0433
2820,0.0876
2820,0.0819
2820,-0.0111
2820,-0.000916
2820,0.0438
2830,0.0231
2830,0.102
2830,0.357
2830,0.587
2830,0.557
2830,0.437
2830,0.458
2830,0.379
2840,0.113
2840,-0.0247
2840,0.0532
2840,0.194
2840,0.25
2840,0.12
2840,-0.0731
2850,-0.131
2850,-0.0671
2850,0.0473
2850,0.134
2850,0.127
2850,0.0952
2850,0.0557
2860,-0.0338
2860,-0.136
2860,-0.172
2860,-0.0735
2860,0.0749
2860,0.17
2860,0.369
2860,0.577
2870,0.416
2870,0.0995
2870,0.177
2870,0.535
2870,0.615
2870,0.343
2870,0.13
2880,0.179
2880,0.322
2880,0.359
2880,0.3
2880,0.3
2880,0.322
2880,0.203
2880,0.116
2890,0.16
2890,0.00385
2890,-0.302
2890,-0.345
2890,-0.188
2890,-0.0493
2890,0.136
2900,0.375
2900,0.461
2900,0.272
2900,-0.0139
2900,-0.165
2900,-0.0974
2900,0.0956
2900,0.133
2910,0.0571
2910,0.191
2910,0.387
2910,0.347
2910,0.187
2910,0.122
2910,0.0757
2920,-0.105
2920,-0.272
2920,-0.224
2920,-0.0749
2920,-0.0101
2920,-0.00531
2920,0.0146
2920,0.0356
2930,0.0692
2930,0.115
2930,0.118
2930,0.108
2930,0.101
2930,0.0411
2930,-0.0186
2940,-0.0408
2940,-0.0378
2940,0.0527
2940,0.178
2940,0.187
2940,0.0684
2940,-0.0439
2940,-0.0186
2950,0.0349
2950,-0.0146
2950,-0.00482
2950,0.105
2950,0.0871
2950,-0.0464
2950,-0.0425
2960,0.121
2960,0.264
2960,0.246
2960,0.0298
2960,-0.167
2960,-0.0987
2960,0.182
2960,0.488
2970,0.654
2970,0.613
2970,0.51
2970,0.453
2970,0.413
2970,0.387
2970,0.275
2980,0.0433
2980,-0.0537
2980,0.0179
2980,-0.000916
2980,-0.211
2980,-0.467
2980,-0.389
2980,1.08
2990,5.85
2990,12.5
2990,13.9
2990,7.98
2990,2.24
2990,0.457
2990,0.178
3000,0.178
3000,0.391
3000,0.437
3000,0.287
3000,0.103
3000,-0.0132
3000,-0.0634
3000,-0.132
3010,-0.226
3010,-0.151
3010,0.161
3010,0.385
3010,0.329
3010,0.225
3010,0.266
3010,0.416
3020,0.598
3020,0.715
3020,0.622
3020,0.318
3020,0.0632
3020,0.109
3020,0.346
3030,0.422
3030,0.253
3030,0.0549
3030,-0.0743
3030,-0.0745
3030,0.089
3030,0.223
3030,0.145
3040,-0.0327
3040,-0.107
3040,-0.109
3040,-0.135
3040,-0.0849
3040,-0.00909
3040,0.0189
3040,0.126
3050,0.273
3050,0.294
3050,0.152
3050,-0.0579
3050,-0.225
3050,-0.22
3050,-0.0459
3060,0.00372
3060,-0.146
3060,-0.18
3060,0.0248
3060,0.264
3060,0.276
3060,0.107
3060,0.0377
3070,0.0844
3070,0.1
3070,0.0161
3070,-0.115
3070,-0.0715
3070,0.154
3070,0.304
3070,0.268
3080,0.0503
3080,-0.254
3080,-0.362
3080,-0.152
3080,0.0774
3080,0.0852
3080,0.0152
3090,0.0112
3090,0.0856
3090,0.227
3090,0.275
3090,0.15
3090,-0.0455
3090,-0.235
3090,-0.268
3100,-0.12
3100,0.0715
3100,0.257
3100,0.305
3100,0.106
3100,-0.105
3100,-0.0762
3100,0.0656
3110,0.0731
3110,-0.0287
3110,-0.0242
3110,0.146
3110,0.326
3110,0.446
3110,0.517
3110,0.384
3120,0.0707
3120,-0.0397
3120,0.109
3120,0.158
3120,0.105
3120,0.0976
3120,-0.0311
3120,-0.207
3130,-0.138
3130,0.0491
3130,0.107
3130,0.0606
